618
39.50923112	16.37881321
21.06925407	16.1142354
78.73227609	14.77082376
53.86445221	15.58506319
82.08420962	12.62483301
61.00686599	14.55486752
1.708887066	15.8375277
24.01658786	12.4137869
39.34345754	12.39606714
95.89171197	13.44856703
47.14959846	18.87978912
41.06268508	19.72641262
32.54106102	13.98057234
67.9934864	19.8328741
89.20677573	13.96458303
60.68585461	15.70792601
5.542290665	17.11360548
47.12068301	12.11135396
36.5811658	10.79457836
52.2233085	17.00120375
46.53523944	17.80319294
49.0732931	15.40558158
8.857176069	15.17399858
20.96012321	15.67943907
80.11332085	15.66068256
92.57200119	13.40016544
69.83847861	11.38642501
58.2431081	17.08834145
44.72289976	11.12447282
65.63359964	16.67162572
69.48400867	15.81066342
85.70814744	10.10075623
63.17920156	12.5132322
90.40486224	17.10800833
55.8586422	18.91461927
84.89550076	12.52036254
64.44129295	17.08249757
6.768003547	11.15941724
60.26356636	18.28516693
94.10073384	16.68419958
57.18997883	16.1827385
68.97284865	13.68811103
50.95627745	11.16786939
44.76011615	14.53433238
45.90675749	12.88139083
67.62502833	16.0738458
71.73173703	13.5007979
8.281623062	14.12441614
33.69830011	15.90887946
74.9496681	18.65482282
36.16108134	19.01736075
11.01633467	11.05747298
98.80133787	17.50365365
64.77579798	14.22593001
31.22874238	12.58138382
39.50721231	14.4888102
75.58347341	16.03512807
35.78870507	16.73951122
61.10699165	17.79323079
48.10324665	14.26863641
38.70251357	18.20303069
80.53747219	10.99309375
21.7159132	10.95088744
2.998146424	17.50246391
22.85533855	14.9955003
50.94668174	12.79551424
66.65268911	18.79538036
27.2264236	12.12506892
62.68523545	11.95876281
38.29981378	18.25901411
4.17777201	16.50353962
42.15748097	11.93487164
64.95242494	19.19928643
64.24541864	18.15460378
85.89253295	12.10590789
11.25309442	16.32862024
35.84460551	11.15003238
68.91968502	11.07647088
41.89175079	16.81576908
98.00077674	12.76507411
75.95118494	12.8136116
64.10018585	11.20176265
33.80422389	17.20392529
75.58876712	15.36657833
40.67242113	17.33474359
36.46416267	16.51295437
99.36202043	15.43995092
53.19648423	16.72133168
89.88225428	16.71409043
59.29417902	12.74532977
8.586454599	16.18199522
77.03983713	10.33822821
5.519934592	19.86668242
55.89401373	17.51571
14.38931153	14.33169413
32.5712887	18.25737992
7.722501969	15.27681772
64.65032539	12.95748077
28.66207098	19.56225099
5.273731827	19.0207724
15.56927761	19.91868126
97.73657947	11.1289138
8.721403688	18.79578299
90.90904359	16.55949515
43.98172826	13.54790363
24.15590178	11.80731662
90.56738695	19.68370409
40.32450079	14.59394446
42.29121735	19.5431609
20.92612811	17.02750778
82.52218085	18.27935685
71.11874086	14.01062257
63.16077724	10.50642551
5.345953181	19.31419277
7.780559517	14.33699045
61.75954157	16.18098712
95.85074876	14.6481212
74.68194742	18.83255958
7.091731071	14.60215825
3.83438988	17.42632531
93.8325703	14.2061692
90.94679303	17.36076648
37.11877295	14.1329531
65.63902252	18.47162462
70.01296562	13.17065484
75.41507935	13.12556997
41.604542	12.8137362
12.73468459	14.45884379
94.29213433	10.32403398
47.24027711	10.67692745
